month,product,region,gross_sales,discounts,net_sales,cogs,marketing_expense,admin_expense,depreciation,ebitda,operating_cash_flow,capex,financing_cash_flow,cash,accounts_receivable,inventory,accounts_payable,debt,gross_profit,gross_margin_%,operating_expenses,ebit,ebitda_margin_%,net_sales_mom_growth_%,ebitda_mom_growth_%,free_cash_flow,capex_to_sales_%,working_capital,net_debt,budget_net_sales,net_sales_variance,net_sales_variance_pct
2022-04-01,Dairy,North,2593280.0,251917.98727479565,2341360.0,1325020.0,122977.32055796534,93969.3,25943.8,799392.0,687695.204428086,-534169.0,64694.0,6804320.0,2560900.0,3083120.0,1735200.0,4137370.0,1016340.0,43.40810469129053,216946.62055796536,773448.2,34.14220794751768,79.55903217147898,147.77591460107183,1221864.204428086,-22.81447534766119,3908820.0,-2666950.0,0.0,2341360.0,0.0
2022-05-01,Beverages,East,1894280.0,103767.04857041169,1790520.0,1114710.0,144336.98319441796,60000.4,30212.5,471465.0,384893.479258487,-539705.0,-66467.0,9321970.0,2432760.0,3857020.0,2094320.0,5658240.0,675810.0,37.7437839286911,204337.38319441795,441252.5,26.33117753501776,35.19072211651717,26.039603166328497,924598.479258487,-30.14236087840404,4195460.0,-3663730.0,0.0,1790520.0,0.0
2022-05-01,Beverages,West,2670620.0,281827.8869076382,2388800.0,1323810.0,234503.03891391063,141564.0,37042.1,688921.0,511672.7107490025,-417856.0,-205742.0,7711510.0,3762790.0,4751180.0,1803060.0,5331320.0,1064990.0,44.58263563295378,376067.0389139106,651878.9,28.83962659075687,19.858305486146644,-2.2926281333057297,929528.7107490025,-17.49229738780978,6710910.0,-2380190.0,0.0,2388800.0,0.0
2022-05-01,Snacks,North,2101830.0,108808.32921598222,1993020.0,1105960.0,118049.11107237136,63918.1,25061.7,705086.0,597886.7960836361,-538663.0,68703.0,6240490.0,2642230.0,3744580.0,1579830.0,4163550.0,887060.0,44.50833408596,181967.21107237137,680024.3,35.37776841175703,-5.17511264208127,20.512689036563025,1136549.796083636,-27.027475890859098,4806980.0,-2076940.0,0.0,1993020.0,0.0
2022-05-01,Snacks,South,2303920.0,202127.34791031785,2101790.0,1283810.0,0.0,68058.0,41764.2,585072.0,492681.98420781817,-563081.0,-143693.0,9885840.0,3942090.0,4743450.0,2214010.0,5914660.0,817980.0,38.91825539183267,68058.0,543307.8,27.83684383311368,33.22367587028727,32.257320728614246,1055762.9842078183,-26.790545201946912,6471530.0,-3971180.0,0.0,2101790.0,0.0
2022-05-01,Snacks,East,1770280.0,192636.5672241863,1577640.0,957512.0,83618.79724744371,94133.8,19385.7,442374.0,290239.0402177792,-626366.0,158508.0,5178510.0,2871920.0,3517320.0,2804640.0,5785380.0,620128.0,39.30731979412287,177752.59724744371,422988.3,28.04023731649806,-25.674873505384856,-21.04073851953393,916605.0402177792,-39.702720519256616,3584600.0,606870.0,0.0,1577640.0,0.0
2022-05-01,Beverages,North,2304100.0,181481.7917133633,2122620.0,1262260.0,190372.20323066067,109733.0,21228.5,560256.0,400574.5929056215,-482941.0,396788.0,6794720.0,3855600.0,4539650.0,1534370.0,4472590.0,860360.0,40.53292628920862,300105.20323066064,539027.5,26.39455013144133,-1.7369244585999088,-16.98299966363842,883515.5929056215,-22.75211766590346,6860880.0,-2322130.0,0.0,2122620.0,0.0
2022-05-01,Beverages,South,2429300.0,269162.7134933024,2160140.0,1211480.0,169961.41772260284,103830.0,23141.0,674869.0,485090.8290974493,-662303.0,-176550.0,9471050.0,3606900.0,4237520.0,1807070.0,4721400.0,948660.0,43.91659799827789,273791.41772260284,651728.0,31.241910246558092,20.643165114045093,43.142969255406015,1147393.8290974493,-30.6601886914737,6037350.0,-4749650.0,0.0,2160140.0,0.0
2022-05-01,Snacks,West,1497720.0,173280.088145112,1324440.0,822118.0,83665.01565146749,44594.0,19319.9,374061.0,207403.3695780465,-888094.0,363366.0,5038860.0,3514010.0,3638450.0,1531000.0,4841750.0,502322.0,37.92712391652321,128259.01565146749,354741.1,28.242955513273532,-41.293854302874486,-33.799434378329394,1095497.3695780465,-67.05430219564495,5621460.0,-197110.0,0.0,1324440.0,0.0
2022-05-01,Home Care,South,2307780.0,170461.34261705,2137320.0,1229110.0,137444.70198933943,123350.0,27918.8,647407.0,537747.5684752912,-874372.0,322417.0,6643910.0,3564940.0,3714620.0,2843920.0,5186250.0,908210.0,42.49293507757378,260794.70198933943,619488.2,30.290597570789586,40.17970748343937,77.95586610299009,1412119.5684752911,-40.90973742818109,4435640.0,-1457660.0,0.0,2137320.0,0.0
2022-05-01,Dairy,East,2947080.0,290580.31153031986,2656500.0,1519300.0,252415.03647199567,90184.2,29918.9,794601.0,676392.1834153619,-642777.0,19488.0,7810680.0,2013850.0,4056530.0,1889590.0,5913800.0,1137200.0,42.808206286467154,342599.23647199565,764682.1,29.911575381140597,46.820681460192894,39.955403141859215,1319169.183415362,-24.19638622247318,4180790.0,-1896880.0,0.0,2656500.0,0.0
2022-05-01,Dairy,West,1920400.0,111056.712448934,1809350.0,1048570.0,102660.96753627068,90368.9,23821.7,567753.0,438784.9252656592,-619800.0,175658.0,5526010.0,2541010.0,4301480.0,2820150.0,5181120.0,760780.0,42.047144001989665,193029.86753627067,543931.3,31.378837704147898,1.4431405968793554,17.991321371123604,1058584.925265659,-34.255395584049516,4022340.0,-344890.0,0.0,1809350.0,0.0
2022-05-01,Home Care,North,1913270.0,129667.91229860135,1783610.0,1098160.0,147343.90991216426,56922.0,18466.4,481182.0,373385.1588260294,-868553.0,-160936.0,7258220.0,3260770.0,3948580.0,1685830.0,4178530.0,685450.0,38.430486485274244,204265.90991216426,462715.6,26.97798285499633,-16.54922987666798,-25.675502427375672,1241938.1588260294,-48.696351780938656,5523520.0,-3079690.0,0.0,1783610.0,0.0
2022-05-01,Home Care,East,1673220.0,148519.36273099092,1524700.0,937998.0,136350.81932089262,86554.6,19960.0,363802.0,179928.7373884889,-590071.0,69223.0,8448240.0,3024790.0,4689200.0,2176910.0,5050780.0,586702.0,38.47983209811766,222905.41932089263,343842.0,23.86056273365252,-12.752637963789514,-19.378522184081003,769999.7373884888,-38.70079359874074,5537080.0,-3397460.0,0.0,1524700.0,0.0
2022-05-01,Home Care,West,1863450.0,115895.52627127702,1747560.0,1037920.0,158235.49142634548,100156.0,27543.1,451247.0,306911.7506650297,-672488.0,373340.0,8044990.0,2450080.0,3217000.0,1879010.0,5274330.0,709640.0,40.60747556593193,258391.49142634548,423703.9,25.821545469111218,-9.567647287122561,0.4657634892186513,979399.7506650297,-38.4815399757376,3788070.0,-2770660.0,0.0,1747560.0,0.0
2022-05-01,Dairy,South,2149930.0,217476.3199014708,1932450.0,1219820.0,166560.07915956195,96916.3,24428.4,449155.0,324985.37057833304,-484898.0,329032.0,6342050.0,2543980.0,4537450.0,2282740.0,5443900.0,712630.0,36.87702139770757,263476.37915956194,424726.6,23.242774716034052,38.960198468342135,20.764614466318566,809883.370578333,-25.092395663535928,4798690.0,-898150.0,0.0,1932450.0,0.0
2022-05-01,Dairy,North,2428600.0,172551.20906013015,2256050.0,1378460.0,185935.6479306707,126606.0,35967.7,565042.0,314218.16468299064,-600602.0,390023.0,7315380.0,2415650.0,4569870.0,1606570.0,5339770.0,877590.0,38.89940382526983,312541.6479306707,529074.3,25.045632853881784,-15.07434594391116,-28.88984534376372,914820.1646829906,-26.621839054985486,5378950.0,-1975610.0,0.0,2256050.0,0.0
2022-06-01,Beverages,East,2594860.0,0.0,2423570.0,1536910.0,223496.54906554264,88713.3,43894.2,574454.0,501914.7723246125,-521923.0,30227.0,6857070.0,3573350.0,4747420.0,2674820.0,4079550.0,886660.0,36.584872729073226,312209.8490655426,530559.8,23.702802064722704,24.63461795591759,-6.460521387979745,1023837.7723246125,-21.535297103033955,5645950.0,-2777520.0,0.0,2423570.0,0.0
2022-06-01,Beverages,West,1356540.0,106950.01056877818,1249590.0,788733.0,92886.45782057954,44035.4,17238.0,323939.0,104280.123001204,-597452.0,-3752.0,9376620.0,2043640.0,3773150.0,2067310.0,4318700.0,460857.0,36.880656855448585,136921.85782057955,306701.0,25.92362294832705,-55.46340385492701,-59.6057325770036,701732.123001204,-47.81184228426924,3749480.0,-5057920.0,0.0,1249590.0,0.0
2022-06-01,Snacks,North,2955320.0,149557.26304804842,2805760.0,1624020.0,258326.2027147322,121476.0,32913.0,801943.0,626817.0534945109,-698787.0,-175302.0,8244550.0,3152750.0,4207550.0,1865730.0,5899780.0,1181740.0,42.118356523722625,379802.2027147322,769030.0,28.58202412180657,25.26553117396255,19.38010229904905,1325604.053494511,-24.905444514142335,5494570.0,-2344770.0,0.0,2805760.0,0.0
2022-06-01,Snacks,South,2494870.0,255019.8809984745,2239850.0,1343060.0,154360.76235422204,70680.1,39494.9,671756.0,585413.4616746098,-879651.0,-277663.0,9223540.0,2609060.0,3878170.0,2706920.0,5697360.0,896790.0,40.037948969797085,225040.86235422204,632261.1,29.9911154764828,-7.394850974279676,-9.828746620705575,1465064.4616746097,-39.2727638011474,3780310.0,-3526180.0,0.0,2239850.0,0.0
2022-06-01,Snacks,East,2617670.0,198956.8943058628,2418710.0,1402290.0,172561.63091853814,98886.6,24537.6,744978.0,490129.1187920516,-508064.0,-64812.0,6752190.0,3715870.0,4848360.0,2227500.0,4542420.0,1016420.0,42.023227257505035,271448.2309185382,720440.4,30.800633395487676,-14.330090072220703,-6.010698695465666,998193.1187920517,-21.005577353217213,6336730.0,-2209770.0,0.0,2418710.0,0.0
2022-06-01,Beverages,North,2976220.0,152921.76431920697,2823290.0,1762670.0,146570.389149163,121431.0,51725.1,792620.0,611955.7190605999,-592136.0,-50663.0,9437010.0,3139780.0,4537870.0,1558280.0,4850630.0,1060620.0,37.56681035246114,268001.38914916303,740894.9,28.074338803311033,9.034278740692692,-5.653168085721805,1204091.7190605998,-20.973261691147563,6119370.0,-4586380.0,0.0,2823290.0,0.0
2022-06-01,Beverages,South,2916000.0,326633.8181202024,2589360.0,1530870.0,134423.24214394612,83960.8,28014.7,840113.0,591348.0655328638,-461126.0,373850.0,9481730.0,2719020.0,4255460.0,1842550.0,5157930.0,1058490.0,40.87844100472704,218384.0421439461,812098.3,32.44481261778972,6.840734948856442,46.245478315060915,1052474.0655328638,-17.80849321840146,5131930.0,-4323800.0,0.0,2589360.0,0.0
2022-06-01,Snacks,West,2075960.0,131416.73429066743,1944540.0,1097280.0,166454.74442211597,66679.6,33117.3,614130.0,453521.6140869844,-569977.0,-284059.0,6490530.0,3421500.0,3360420.0,2232950.0,5251590.0,847260.0,43.571230213829494,233134.34442211597,581012.7,31.582276528124904,57.24382196920688,70.89357865562494,1023498.6140869844,-29.311662398305,4548970.0,-1238940.0,0.0,1944540.0,0.0
2022-06-01,Home Care,South,1319080.0,90442.45907754544,1228630.0,796575.0,115018.76229811391,53391.1,16407.0,263648.0,-4515.137227022671,-853804.0,94753.0,5531170.0,3940490.0,4907950.0,2421690.0,4814010.0,432055.0,35.16559094275738,168409.8622981139,247241.0,21.458697899286197,-49.21925372394068,-45.32495245837386,849288.8627729773,-69.49236141067693,6426750.0,-717160.0,0.0,1228630.0,0.0
2022-06-01,Dairy,East,2683760.0,0.0,2430460.0,1520130.0,174643.4700093121,102095.0,41874.8,633592.0,433508.9084792057,-437014.0,-223211.0,6655670.0,2603330.0,3160150.0,2292860.0,4686140.0,910330.0,37.455049661380976,276738.4700093121,591717.2,26.068810019502482,66.80919404542117,22.944257192698547,870522.9084792057,-17.98071147025666,3470620.0,-1969530.0,0.0,2430460.0,0.0
2022-06-01,Dairy,West,1559730.0,102701.01224588742,1457030.0,802010.0,83034.8734094998,56639.1,17420.2,515349.0,356309.84522210155,-765872.0,-296450.0,6309540.0,2171200.0,3774090.0,2613900.0,4927030.0,655020.0,44.955834814657216,139673.9734094998,497928.8,35.369827663122926,44.52798746193447,68.167949642518,1122181.8452221015,-52.5639142639479,3331390.0,-1382510.0,0.0,1457030.0,0.0
2022-06-01,Home Care,North,1120960.0,112829.90549196112,1008130.0,573266.0,92227.36148675883,36191.3,19772.5,306449.0,95210.64078903508,-533721.0,44507.0,9444590.0,2649330.0,4991290.0,2206870.0,4242170.0,434864.0,43.13570670449248,128418.66148675884,286676.5,30.397766161110173,-17.94681881445187,16.234145527369837,628931.6407890351,-52.94168410820033,5433750.0,-5202420.0,0.0,1008130.0,0.0
2022-06-01,Home Care,East,2569050.0,0.0,2419480.0,1559820.0,239212.43157473503,138235.0,43458.1,482209.0,242187.8208284437,-824084.0,129011.0,6560730.0,2500460.0,4970390.0,2512840.0,5362330.0,859660.0,35.53077520789591,377447.43157473503,438750.9,19.9302742738109,68.77541766942205,12.131457844521076,1066271.8208284436,-34.06037660985005,4958010.0,-1198400.0,0.0,2419480.0,0.0
2022-06-01,Home Care,West,1541760.0,108205.20871323008,1433550.0,809303.0,140894.839751648,53312.3,26292.2,430039.0,339548.66352568514,-668340.0,-77127.0,5144620.0,2153760.0,3760400.0,2608970.0,4519800.0,624247.0,43.545533814655926,194207.139751648,403746.8,29.998186320672453,-35.82546568002042,-23.41151180869574,1007888.6635256852,-46.62132468347808,3305190.0,-624820.0,0.0,1433550.0,0.0
2022-06-01,Dairy,South,2364350.0,130525.77830804363,2233830.0,1419420.0,145657.8683678169,107253.0,27503.7,561493.0,425891.0830179884,-696791.0,375108.0,7400410.0,2389810.0,4119760.0,2578530.0,5534580.0,814410.0,36.45801157653,252910.8683678169,533989.3,25.135887690647902,-6.487357669122574,-18.496750715974684,1122682.0830179884,-31.192660139759965,3931040.0,-1865830.0,0.0,2233830.0,0.0
2022-06-01,Dairy,North,1310430.0,73791.88041170701,1236640.0,687098.0,116511.2588193051,73663.4,18799.0,359364.0,155435.69455852034,-675048.0,-54382.0,8333410.0,3882410.0,4368310.0,2040960.0,5194250.0,549542.0,44.43831672920171,190174.6588193051,340565.0,29.05971018242981,-49.1190967964912,-43.28148082677812,830483.6945585203,-54.58726872816665,6209760.0,-3139160.0,0.0,1236640.0,0.0
2022-07-01,Beverages,West,1213250.0,100815.00047519372,1112430.0,636374.0,105641.08435289164,65183.6,13496.7,305236.0,153575.2034608681,-870774.0,201455.0,8313630.0,3052190.0,3663820.0,1584520.0,5882310.0,476056.0,42.79424323328209,170824.68435289164,291739.3,27.43867029835585,3.736618299824679,-4.473146412375717,1024349.2034608681,-78.27674550308782,5131490.0,-2431320.0,0.0,1112430.0,0.0
2022-07-01,Snacks,North,1154610.0,82249.59848703172,1072360.0,623592.0,68107.08608451214,61134.1,21093.1,319529.0,107211.88603525337,-894985.0,189339.0,5315900.0,3746590.0,4739500.0,2066260.0,4366760.0,448768.0,41.84863292178,129241.18608451213,298435.9,29.796803312320492,-44.77779494309697,-37.23403001492889,1002196.8860352534,-83.4593793129173,6419830.0,-949140.0,0.0,1072360.0,0.0
2022-07-01,Snacks,South,2168670.0,226775.0284787576,1941900.0,1239920.0,128400.2056595263,64500.0,22550.3,509080.0,415163.8822638681,-734344.0,-127028.0,8891560.0,3722810.0,3228960.0,1903030.0,5406810.0,701980.0,36.14913229311499,192900.20565952628,486529.7,26.21556207837685,34.25375404441249,20.17033651848774,1149507.882263868,-37.81574746382409,5048740.0,-3484750.0,0.0,1941900.0,0.0
2022-07-01,Snacks,East,1605380.0,0.0,1446440.0,806615.0,137494.15624854388,78697.0,19658.0,423632.0,226555.09306627925,-799274.0,112777.0,9708690.0,3225810.0,3834220.0,2682070.0,4051440.0,639825.0,44.23446530792843,216191.15624854388,403974.0,29.287906860982826,2.0884356142146343,19.08104263937418,1025829.0930662793,-55.25801277619535,4377960.0,-5657250.0,0.0,1446440.0,0.0
2022-07-01,Snacks,West,1560580.0,143733.99559564772,1416850.0,852475.0,136397.237924809,72226.6,26819.2,355751.0,218256.11536575892,-524796.0,-264512.0,9558770.0,2445060.0,3147440.0,1654580.0,4351590.0,564375.0,39.83308042488619,208623.837924809,328931.8,25.108585947700885,10.713029888650127,-18.225680397204858,743052.1153657589,-37.039630165507994,3937920.0,-5207180.0,0.0,1416850.0,0.0
2022-07-01,Beverages,North,1440860.0,161108.757572613,1279750.0,709934.0,92015.51270119083,42760.0,14858.4,435040.0,191308.60699819925,-764407.0,206931.0,5270780.0,3242660.0,4932220.0,2548950.0,4365750.0,569816.0,44.52557140066419,134775.51270119083,420181.6,33.99413948036726,9.537626677622569,34.58189096466236,955715.6069981992,-59.73096307872632,5625930.0,-905030.0,0.0,1279750.0,0.0
2022-07-01,Beverages,South,1298090.0,129769.20332654496,1168320.0,696001.0,96400.06409601752,52668.0,16723.3,323253.0,67043.02457587654,-763656.0,-244921.0,5928790.0,3226730.0,3863600.0,2840830.0,4623450.0,472319.0,40.427194604218016,149068.0640960175,306529.7,27.668190221857024,-33.40059854638735,-39.34077688121599,830699.0245758765,-65.36359901396878,4249500.0,-1305340.0,0.0,1168320.0,0.0
2022-07-01,Beverages,East,1980790.0,226538.51039022664,1754250.0,1000890.0,148088.35326163546,72373.8,21253.2,532900.0,422127.3751153485,-604812.0,11326.0,9733230.0,2435820.0,4118900.0,2145820.0,4301000.0,753360.0,42.944848225737495,220462.15326163545,511646.8,30.377654268205784,67.99781653115753,59.36100096292443,1026939.3751153485,-34.47695596408722,4408900.0,-5432230.0,0.0,1754250.0,0.0
2022-07-01,Dairy,South,1240220.0,110547.08044586358,1129670.0,691030.0,82973.5723882044,67604.9,21841.9,288060.0,86728.93476580654,-788003.0,267629.0,9387290.0,2002710.0,4412880.0,2507330.0,5431090.0,438640.0,38.82903856878557,150578.4723882044,266218.1,25.499482149654323,7.879407158409402,-1.124814218585346,874731.9347658065,-69.75514973399312,3908260.0,-3956200.0,0.0,1129670.0,0.0
2022-07-01,Dairy,East,1115220.0,68056.4345870995,1047160.0,603208.0,101377.66639133632,51241.4,17942.2,291337.0,110989.11268959614,-480462.0,-19955.0,7325600.0,3211430.0,4200660.0,2185420.0,5778790.0,443952.0,42.395813438252034,152619.06639133632,273394.8,27.821631842316357,-41.861911212774,-43.98324132984931,591451.1126895961,-45.88238664578479,5226670.0,-1546810.0,0.0,1047160.0,0.0
2022-07-01,Dairy,West,1928580.0,127419.39279692929,1801160.0,1079860.0,129292.11646800736,71918.7,28886.1,520089.0,359430.4002665492,-543952.0,-149999.0,9030110.0,2502320.0,4108130.0,2836620.0,4509390.0,721300.0,40.04641453285661,201210.81646800734,491202.9,28.875224855093386,22.072816981592425,53.09613380667266,903382.4002665492,-30.20009327322392,3773830.0,-4520720.0,0.0,1801160.0,0.0
2022-07-01,Home Care,North,1592060.0,116580.9778769098,1475480.0,935841.0,118401.78807908694,81527.0,16050.8,339714.0,122660.44797368144,-872827.0,378847.0,8225100.0,3591450.0,4436720.0,2248690.0,5306560.0,539639.0,36.573792935180414,199928.78807908692,323663.2,23.02396508254941,-15.644920617678505,-32.139853658244256,995487.4479736814,-59.15546127361944,5779480.0,-2918540.0,0.0,1475480.0,0.0
2022-07-01,Home Care,South,1936260.0,187126.60127355644,1749130.0,1008170.0,0.0,91207.3,34508.7,500609.0,433773.4799789752,-464988.0,-256838.0,7096360.0,3179900.0,3841710.0,1695500.0,5253000.0,740960.0,42.36163121094487,91207.3,466100.3,28.620457027207813,55.795352317161154,45.611799986620014,898761.4799789751,-26.583958882415832,5326110.0,-1843360.0,0.0,1749130.0,0.0
2022-07-01,Home Care,East,1214320.0,91605.14273118936,1122710.0,644633.0,98721.57204643128,35561.5,16265.6,343797.0,226694.2105917729,-585560.0,-47975.0,5563900.0,3078890.0,3976280.0,1518080.0,4353380.0,478077.0,42.582412199054076,134283.07204643128,327531.4,30.62206625041195,-16.569938098670566,-3.0287559761377536,812254.2105917729,-52.15594409954485,5537090.0,-1210520.0,0.0,1122710.0,0.0
2022-07-01,Home Care,West,1465830.0,120142.71381631556,1345690.0,847444.0,83190.92570542615,60518.9,25913.3,354535.0,89231.06478193216,-768160.0,201331.0,5807860.0,2051720.0,3594920.0,2518550.0,5199010.0,498246.0,37.02531786667063,143709.82570542616,328621.7,26.345963780662707,7.690522491377161,9.44498809961134,857391.0647819322,-57.08298345086907,3128090.0,-608850.0,0.0,1345690.0,0.0
2022-07-01,Dairy,North,1159350.0,115148.04992051092,1044210.0,615289.0,59418.88835533725,35100.1,11329.3,334398.0,129333.2100302346,-449814.0,-283790.0,8829840.0,3492150.0,3465660.0,1548860.0,4318020.0,428921.0,41.07612453433696,94518.98835533725,323068.7,32.024018157267214,-7.5650411182026644,16.086232034992708,579147.2100302347,-43.07696727669722,5408950.0,-4511820.0,0.0,1044210.0,0.0
2022-08-01,Beverages,East,1105670.0,74571.8806660564,1031100.0,643293.0,53052.2188925672,50988.1,10981.5,283763.0,110639.05117058166,-615138.0,192154.0,6450800.0,3740620.0,4435110.0,2587300.0,5108340.0,387807.0,37.61099796334012,104040.3188925672,272781.5,27.520415090679855,13.404647049895413,20.2660778313682,725777.0511705817,-59.65842304335176,5588430.0,-1342460.0,0.0,1031100.0,0.0
